_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,does_this_image_contain_an_avatar,does_this_image_contain_a_human,enter_your_country_of_residence,what_gender_do_you_think_this_human_is,does_this_image_contain_a_bot_gold,does_this_image_contain_a_human_gold,id,image_url,what_gender_do_you_think_this_human_is_gold
2294857638,5/21/2019 22:53:18,false,4821625261,,5/21/2019 22:52:23,false,feca,0.9231,45157221,VEN,,,190.38.134.183,no,yes,venezuela,female,,,4,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5978.JPG,
2294857639,5/21/2019 22:49:48,false,4821615441,,5/21/2019 22:48:53,false,feca,1,45158697,RUS,67,Saratov,176.15.121.243,no,yes,china,female,,,5,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5979.JPG,
2294857639,5/21/2019 22:50:05,false,4821616317,,5/21/2019 22:49:05,false,clixsense,1,39449541,VEN,25,Caracas,181.208.35.107,no,yes,Venezuela,female,,,5,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5979.JPG,
2294857639,5/21/2019 22:50:11,false,4821616527,,5/21/2019 22:49:07,false,feca,0.9231,45194331,VEN,,,201.242.69.93,no,yes,JAPAN,female,,,5,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5979.JPG,
2294857640,5/21/2019 22:52:08,false,4821621726,,5/21/2019 22:51:12,false,neodev,1,44305498,VEN,4,Maracay,190.6.34.186,yes,,Venezuela,,,,6,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5980.JPG,
2294857640,5/21/2019 22:52:15,false,4821622029,,5/21/2019 22:51:26,false,feca,1,45183806,PER,15,El Agustino,190.235.43.126,yes,,peru,,,,6,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5980.JPG,
2294857640,5/21/2019 22:52:21,false,4821622426,,5/21/2019 22:51:01,false,feca,0.9231,45157221,VEN,,,190.38.134.183,yes,,venezuela,,,,6,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5980.JPG,
2294857640,5/21/2019 22:55:16,false,4821630341,,5/21/2019 22:52:56,false,neodev,1,44442866,VEN,13,Barquisimeto,190.200.157.86,yes,,Venezuela,,,,6,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5980.JPG,
2294857641,5/21/2019 22:45:00,false,4821601587,,5/21/2019 22:44:17,false,feca,1,45184618,EGY,11,Cairo,217.55.217.149,yes,,china,,,,7,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5981.JPG,
2294857641,5/21/2019 22:45:22,false,4821602746,,5/21/2019 22:44:01,false,feca,0.9231,45194331,VEN,,,201.242.69.93,no,yes,JAPAN,female,,,7,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5981.JPG,
2294857641,5/21/2019 22:45:34,false,4821603345,,5/21/2019 22:44:25,false,feca,1,45183806,PER,15,El Agustino,190.235.43.126,no,yes,peru,female,,,7,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5981.JPG,
2294857642,5/21/2019 22:52:31,false,4821622897,,5/21/2019 22:51:38,false,clixsense,1,39449541,VEN,25,Caracas,181.208.35.107,no,yes,Venezuela,female,,,8,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5982.JPG,
2294857642,5/21/2019 22:52:35,false,4821623142,,5/21/2019 22:51:32,false,neodev,1,44442866,VEN,13,Barquisimeto,190.200.157.86,no,yes,Venezuela,female,,,8,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5982.JPG,
2294857642,5/21/2019 23:23:51,false,4821712990,,5/21/2019 23:21:50,false,feca,0.9231,45157221,VEN,,,190.38.134.183,no,yes,venezuela,female,,,8,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5982.JPG,
2294857643,5/21/2019 22:47:34,false,4821609105,,5/21/2019 22:46:44,false,feca,1,45184618,EGY,11,Cairo,217.55.217.149,no,yes,china,female,,,9,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5983.JPG,
2294857643,5/21/2019 22:48:07,false,4821610812,,5/21/2019 22:46:40,false,feca,1,45183806,PER,15,El Agustino,190.235.43.126,no,yes,peru,female,,,9,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5983.JPG,
2294857643,5/21/2019 23:19:18,false,4821699130,,5/21/2019 23:18:13,false,neodev,1,44893165,EGY,11,Cairo,156.205.90.214,yes,,China,,,,9,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5983.JPG,
2294857644,5/21/2019 22:42:50,false,4821595364,,5/21/2019 22:41:57,false,feca,1,45184618,EGY,11,Cairo,217.55.217.149,no,yes,china,female,,,10,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5984.JPG,
2294857644,5/21/2019 22:43:57,false,4821598476,,5/21/2019 22:42:04,false,feca,1,45186054,VEN,25,Caracas,201.242.74.12,yes,,Japan,,,,10,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5984.JPG,
2294857644,5/21/2019 22:49:00,false,4821613144,,5/21/2019 22:48:11,false,feca,1,45183806,PER,15,El Agustino,190.235.43.126,yes,,peru,,,,10,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5984.JPG,
2294857644,5/21/2019 23:13:59,false,4821685599,,5/21/2019 23:12:42,false,feca,0.9231,45157221,VEN,,,190.38.134.183,yes,,venezuela,,,,10,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5984.JPG,
2294857646,5/21/2019 22:53:11,false,4821624827,,5/21/2019 22:52:06,false,feca,0.9231,45194331,VEN,,,201.242.69.93,yes,,JAPAN,,,,11,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5985.JPG,
2294857646,5/21/2019 22:53:21,false,4821625396,,5/21/2019 22:51:56,false,feca,1,45194868,VEN,13,Barquisimeto,200.84.5.225,yes,,CHINA,,,,11,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5985.JPG,
2294857646,5/21/2019 22:53:41,false,4821626086,,5/21/2019 22:51:56,false,feca,0.9286,45269396,IND,2,Hyderabad,124.123.82.235,no,yes,India,female,,,11,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5985.JPG,
2294857647,5/21/2019 22:50:39,false,4821617912,,5/21/2019 22:49:47,false,feca,0.9091,45161628,VEN,,,201.208.140.248,yes,,venezuela,,,,12,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5986.JPG,
2294857647,5/21/2019 22:51:08,false,4821619272,,5/21/2019 22:49:47,false,feca,1,45183806,PER,15,El Agustino,190.235.43.126,yes,,peru,,,,12,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5986.JPG,
2294857647,5/21/2019 22:51:23,false,4821619909,,5/21/2019 22:49:44,false,feca,1,45194868,VEN,13,Barquisimeto,200.84.5.225,yes,,CHINA,,,,12,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5986.JPG,
2294857648,5/21/2019 22:47:34,false,4821609102,,5/21/2019 22:46:44,false,feca,1,45184618,EGY,11,Cairo,217.55.217.149,no,yes,china,female,,,13,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5987.JPG,
2294857648,5/21/2019 22:48:07,false,4821610824,,5/21/2019 22:46:40,false,feca,1,45183806,PER,15,El Agustino,190.235.43.126,no,yes,peru,female,,,13,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5987.JPG,
2294857648,5/21/2019 23:19:18,false,4821699123,,5/21/2019 23:18:13,false,neodev,1,44893165,EGY,11,Cairo,156.205.90.214,no,yes,China,female,,,13,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5987.JPG,
2294857649,5/21/2019 22:42:40,false,4821594833,,5/21/2019 22:41:19,false,feca,1,45158697,RUS,67,Saratov,176.15.121.243,no,yes,japan,female,,,14,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5988.JPG,
2294857649,5/21/2019 22:42:43,false,4821595024,,5/21/2019 22:41:41,false,timebucks,1,44591127,SRB,0,Belgrade,212.200.65.80,yes,,Serbia,,,,14,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5988.JPG,
2294857649,5/21/2019 22:45:32,false,4821603221,,5/21/2019 22:41:45,false,neodev,1,44793853,VEN,7,Valencia,190.153.83.21,no,yes,venezuela,female,,,14,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5988.JPG,
2294857649,5/21/2019 22:46:36,false,4821606341,,5/21/2019 22:45:37,false,feca,1,45183806,PER,15,El Agustino,190.235.43.126,no,yes,peru,female,,,14,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5988.JPG,
2294857649,5/21/2019 22:48:15,false,4821611181,,5/21/2019 22:47:37,false,feca,1,45184618,EGY,11,Cairo,217.55.217.149,no,yes,china,female,,,14,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5988.JPG,
2294857650,5/21/2019 22:50:39,false,4821617917,,5/21/2019 22:49:47,false,feca,0.9091,45161628,VEN,,,201.208.140.248,no,yes,venezuela,female,,,15,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5989.JPG,
2294857650,5/21/2019 22:51:08,false,4821619279,,5/21/2019 22:49:47,false,feca,1,45183806,PER,15,El Agustino,190.235.43.126,no,yes,peru,female,,,15,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5989.JPG,
2294857650,5/21/2019 22:51:23,false,4821619911,,5/21/2019 22:49:44,false,feca,1,45194868,VEN,13,Barquisimeto,200.84.5.225,no,yes,CHINA,female,,,15,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5989.JPG,
2294857651,5/21/2019 22:44:14,false,4821599387,,5/21/2019 22:43:01,false,feca,1,45184618,EGY,11,Cairo,217.55.217.149,yes,,china,,,,16,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5990.JPG,
2294857651,5/21/2019 22:44:22,false,4821599799,,5/21/2019 22:43:17,false,feca,1,45183806,PER,15,El Agustino,190.235.43.126,yes,,peru,,,,16,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5990.JPG,
2294857651,5/21/2019 22:45:11,false,4821602073,,5/21/2019 22:44:00,false,feca,1,45186054,VEN,25,Caracas,201.242.74.12,no,yes,Japan,female,,,16,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5990.JPG,
2294857651,5/21/2019 22:51:23,false,4821619885,,5/21/2019 22:48:47,false,neodev,1,44442866,VEN,13,Barquisimeto,190.200.157.86,no,yes,Venezuela,female,,,16,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5990.JPG,
2294857652,5/21/2019 22:54:01,false,4821627181,,5/21/2019 22:53:25,false,clixsense,1,39449541,VEN,25,Caracas,181.208.35.107,yes,,Venezuela,,,,17,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5991.JPG,
2294857652,5/21/2019 22:54:17,false,4821627914,,5/21/2019 22:53:28,false,feca,0.9091,45161628,VEN,,,201.208.140.248,no,yes,venezuela,female,,,17,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5991.JPG,
2294857652,5/21/2019 22:54:41,false,4821628931,,5/21/2019 22:53:24,false,feca,1,45194868,VEN,13,Barquisimeto,200.84.5.225,no,yes,CHINA,female,,,17,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5991.JPG,
2294857653,5/21/2019 22:54:29,false,4821628542,,5/21/2019 22:53:33,false,feca,0.9231,45157221,VEN,,,190.38.134.183,no,yes,venezuela,female,,,18,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5992.JPG,
2294857653,5/21/2019 22:54:40,false,4821628909,,5/21/2019 22:53:34,false,neodev,1,44004184,VEN,25,Caracas,186.94.195.178,no,yes,Japan,female,,,18,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5992.JPG,
2294857653,5/21/2019 22:54:46,false,4821629147,,5/21/2019 22:53:44,false,feca,0.9286,45269396,IND,2,Hyderabad,124.123.82.235,no,yes,India,female,,,18,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5992.JPG,
2294857654,5/21/2019 22:44:21,false,4821599761,,5/21/2019 22:42:59,false,timebucks,1,44591127,SRB,0,Belgrade,212.200.65.80,no,yes,Serbia,female,,,19,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5993.JPG,
2294857654,5/21/2019 22:44:51,false,4821601113,,5/21/2019 22:42:59,false,feca,1,45158697,RUS,67,Saratov,176.15.121.243,no,yes,china,female,,,19,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5993.JPG,
2294857654,5/21/2019 22:49:05,false,4821613409,,5/21/2019 22:47:38,false,feca,0.9231,45194331,VEN,,,201.242.69.93,no,yes,JAPAN,female,,,19,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5993.JPG,
2294857654,5/21/2019 23:15:50,false,4821690430,,5/21/2019 23:14:40,false,neodev,1,44893165,EGY,11,Cairo,156.205.90.214,no,yes,China,female,,,19,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5993.JPG,
2294857655,5/21/2019 22:55:36,false,4821631326,,5/21/2019 22:54:50,false,clixsense,1,39449541,VEN,25,Caracas,181.208.35.107,no,yes,Venezuela,female,,,20,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5994.JPG,
2294857655,5/21/2019 22:55:48,false,4821631848,,5/21/2019 22:54:49,false,feca,0.9286,45269396,IND,2,Hyderabad,124.123.82.235,no,yes,India,female,,,20,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5994.JPG,
2294857655,5/21/2019 22:56:03,false,4821632603,,5/21/2019 22:54:43,false,feca,1,45194868,VEN,13,Barquisimeto,200.84.5.225,no,yes,CHINA,female,,,20,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5994.JPG,
2294857656,5/21/2019 22:47:34,false,4821609103,,5/21/2019 22:46:44,false,feca,1,45184618,EGY,11,Cairo,217.55.217.149,no,yes,china,female,,,21,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5995.JPG,
2294857656,5/21/2019 22:48:07,false,4821610816,,5/21/2019 22:46:40,false,feca,1,45183806,PER,15,El Agustino,190.235.43.126,no,yes,peru,female,,,21,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5995.JPG,
2294857656,5/21/2019 23:19:18,false,4821699133,,5/21/2019 23:18:13,false,neodev,1,44893165,EGY,11,Cairo,156.205.90.214,no,yes,China,female,,,21,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5995.JPG,
2294857657,5/21/2019 22:43:38,false,4821597610,,5/21/2019 22:42:48,false,neodev,1,45112231,VEN,,,186.89.190.69,yes,,VENEZUELA,,,,22,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5996.JPG,
2294857657,5/21/2019 22:43:59,false,4821598583,,5/21/2019 22:42:50,false,feca,0.9231,45194331,VEN,,,201.242.69.93,yes,,JAPAN,,,,22,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5996.JPG,
2294857657,5/21/2019 23:15:12,false,4821688947,,5/21/2019 23:14:08,false,feca,0.9231,45157221,VEN,,,190.38.134.183,yes,,venezuela,,,,22,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5996.JPG,
2294857657,5/21/2019 23:22:49,false,4821709529,,5/21/2019 23:12:42,false,feca,0.9091,45161628,VEN,,,201.208.140.248,yes,,venezuela,,,,22,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5996.JPG,
2294857658,5/21/2019 22:49:57,false,4821615854,,5/21/2019 22:49:12,false,neodev,1,44305498,VEN,4,Maracay,190.6.34.186,yes,,Venezuela,,,,23,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5997.JPG,
2294857658,5/21/2019 22:53:32,false,4821625712,,5/21/2019 22:52:28,false,neodev,1,44004184,VEN,25,Caracas,186.94.195.178,no,yes,Japan,female,,,23,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5997.JPG,
2294857658,5/21/2019 23:26:24,false,4821721644,,5/21/2019 23:19:31,false,feca,1,45191492,BRA,21,Niteroi,177.136.147.54,yes,,Brazil,,,,23,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5997.JPG,
2294857658,5/21/2019 23:27:40,false,4821725144,,5/21/2019 23:26:32,false,feca,0.9286,45269396,IND,2,Hyderabad,124.123.82.235,no,yes,India,female,,,23,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5997.JPG,
2294857659,5/21/2019 22:46:40,false,4821606426,,5/21/2019 22:46:00,false,feca,1,45184618,EGY,11,Cairo,217.55.217.149,uncertain,,china,,,,24,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5998.JPG,
2294857659,5/21/2019 22:46:52,false,4821607151,,5/21/2019 22:45:55,false,feca,1,45158697,RUS,67,Saratov,176.15.121.243,yes,,china,,,,24,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5998.JPG,
2294857659,5/21/2019 22:48:05,false,4821610714,,5/21/2019 22:46:37,false,feca,1,45186054,VEN,25,Caracas,201.242.74.12,yes,,Japan,,,,24,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5998.JPG,
2294857659,5/21/2019 22:49:43,false,4821615233,,5/21/2019 22:49:04,false,feca,1,45183806,PER,15,El Agustino,190.235.43.126,yes,,peru,,,,24,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5998.JPG,
2294857660,5/21/2019 22:54:48,false,4821629210,,5/21/2019 22:54:11,false,clixsense,1,39449541,VEN,25,Caracas,181.208.35.107,yes,,Venezuela,,,,25,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5999.JPG,
2294857660,5/21/2019 22:55:56,false,4821632184,,5/21/2019 22:53:58,false,clixsense,1,28924123,PRT,17,Vila Nova De Gaia,89.153.105.229,yes,,Portugal,,,,25,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5999.JPG,
2294857660,5/21/2019 22:56:23,false,4821633715,,5/21/2019 22:53:52,false,clixsense,1,44774500,VEN,25,Caracas,186.167.243.56,uncertain,,Venezuela,,,,25,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_5999.JPG,
2294857661,5/21/2019 22:54:54,false,4821629412,,5/21/2019 22:54:19,false,feca,0.9091,45161628,VEN,,,201.208.140.248,no,yes,venezuela,female,,,26,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6001.PNG,
2294857661,5/21/2019 22:55:19,false,4821630474,,5/21/2019 22:54:30,false,feca,0.9231,45157221,VEN,,,190.38.134.183,no,yes,venezuela,female,,,26,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6001.PNG,
2294857661,5/21/2019 22:56:10,false,4821632996,,5/21/2019 22:54:42,false,neodev,1,44004184,VEN,25,Caracas,186.94.195.178,no,yes,Japan,female,,,26,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6001.PNG,
2294857662,5/21/2019 22:44:21,false,4821599763,,5/21/2019 22:42:59,false,timebucks,1,44591127,SRB,0,Belgrade,212.200.65.80,yes,,Serbia,,,,27,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6002.PNG,
2294857662,5/21/2019 22:44:51,false,4821601114,,5/21/2019 22:42:59,false,feca,1,45158697,RUS,67,Saratov,176.15.121.243,no,yes,korea,female,,,27,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6002.PNG,
2294857662,5/21/2019 22:49:05,false,4821613413,,5/21/2019 22:47:38,false,feca,0.9231,45194331,VEN,,,201.242.69.93,yes,,JAPAN,,,,27,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6002.PNG,
2294857662,5/21/2019 23:15:50,false,4821690427,,5/21/2019 23:14:40,false,neodev,1,44893165,EGY,11,Cairo,156.205.90.214,yes,,China,,,,27,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6002.PNG,
2294857663,5/21/2019 22:46:23,false,4821605648,,5/21/2019 22:45:30,false,neodev,1,43840260,VEN,,,201.208.140.248,no,yes,Venezuela,female,,,28,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6003.PNG,
2294857663,5/21/2019 22:46:32,false,4821606134,,5/21/2019 22:45:27,false,feca,1,45186054,VEN,25,Caracas,201.242.74.12,yes,,Japan,,,,28,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6003.PNG,
2294857663,5/21/2019 22:46:42,false,4821606539,,5/21/2019 22:45:42,false,timebucks,1,44591127,SRB,0,Belgrade,212.200.65.80,no,yes,Serbia,female,,,28,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6003.PNG,
2294857663,5/21/2019 22:47:36,false,4821609151,,5/21/2019 22:46:29,false,feca,0.9231,45194331,VEN,,,201.242.69.93,yes,,JAPAN,,,,28,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6003.PNG,
2294857663,5/21/2019 22:48:40,false,4821612269,,5/21/2019 22:46:54,false,feca,1,45158697,RUS,67,Saratov,176.15.121.243,no,yes,china,female,,,28,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6003.PNG,
2294857663,5/21/2019 22:49:45,false,4821615315,,5/21/2019 22:48:53,false,feca,0.9091,45161628,VEN,,,201.208.140.248,no,yes,venezuela,female,,,28,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6003.PNG,
2294857664,5/21/2019 22:54:29,false,4821628539,,5/21/2019 22:53:33,false,feca,0.9231,45157221,VEN,,,190.38.134.183,no,yes,venezuela,female,,,29,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6004.PNG,
2294857664,5/21/2019 22:54:40,false,4821628920,,5/21/2019 22:53:34,false,neodev,1,44004184,VEN,25,Caracas,186.94.195.178,no,yes,Japan,female,,,29,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6004.PNG,
2294857664,5/21/2019 22:54:46,false,4821629156,,5/21/2019 22:53:44,false,feca,0.9286,45269396,IND,2,Hyderabad,124.123.82.235,no,yes,India,female,,,29,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6004.PNG,
2294857665,5/21/2019 22:52:31,false,4821622913,,5/21/2019 22:51:38,false,clixsense,1,39449541,VEN,25,Caracas,181.208.35.107,uncertain,,Venezuela,,,,30,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6005.PNG,
2294857665,5/21/2019 22:52:35,false,4821623134,,5/21/2019 22:51:32,false,neodev,1,44442866,VEN,13,Barquisimeto,190.200.157.86,no,yes,Venezuela,female,,,30,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6005.PNG,
2294857665,5/21/2019 23:23:51,false,4821712991,,5/21/2019 23:21:50,false,feca,0.9231,45157221,VEN,,,190.38.134.183,uncertain,,venezuela,,,,30,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6005.PNG,
2294857666,5/21/2019 22:51:27,false,4821620074,,5/21/2019 22:50:22,false,clixsense,1,39449541,VEN,25,Caracas,181.208.35.107,yes,,Venezuela,,,,31,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6006.PNG,
2294857666,5/21/2019 22:52:04,false,4821621585,,5/21/2019 22:50:21,false,feca,0.9231,45194331,VEN,,,201.242.69.93,yes,,JAPAN,,,,31,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6006.PNG,
2294857666,5/21/2019 22:53:27,false,4821625547,,5/21/2019 22:50:45,false,feca,0.9091,45161628,VEN,,,201.208.140.248,yes,,venezuela,,,,31,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6006.PNG,
2294857667,5/21/2019 22:54:48,false,4821629219,,5/21/2019 22:54:11,false,clixsense,1,39449541,VEN,25,Caracas,181.208.35.107,no,yes,Venezuela,female,,,32,https://s3-us-west-2.amazonaws.com/bot-moderation/IMG_6007.PNG,
